work_id,work_id_raw,mp_id,ida_id,category,description,recommended_amount,recommendation_date
2211,SAN-12-2023-2211,7,3,Sanitation,Construction of sanitation facility at Sethi Zila,410400000,2024-09-19
2212,ROA-9-2023-2212,4,6,Roads,Construction of roads facility at Chacko Ganj,351100000,2024-11-07
2213,RAI-8-2023-2213,3,17,Railways,Construction of railways facility at Ray Nagar,92100000,2024-02-17
2214,RAI-19-2023-2214,14,5,Railways,Construction of railways facility at Parmer Street,143200000,2024-04-17
2215,RAI-9-2023-2215,4,12,Railways,Construction of railways facility at Chana Ganj,415600000,2023-09-13
2216,SPO-18-2023-2216,13,12,Sports,Construction of sports facility at Mody Chowk,437500000,2024-01-04
2217,HEA-14-2023-2217,9,8,Health,Construction of health facility at Bajwa Chowk,160300000,2024-08-19
2218,ELE-20-2023-2218,15,4,Electricity,Construction of electricity facility at Devi Chowk,170600000,2025-07-11
2219,SAN-28-2023-2219,23,13,Sanitation,Construction of sanitation facility at Goyal Marg,299200000,2025-05-06
2220,SAN-11-2023-2220,6,16,Sanitation,Construction of sanitation facility at Shetty Path,106500000,2025-02-28
2221,RAI-14-2023-2221,9,9,Railways,Construction of railways facility at Bobal Nagar,219800000,2024-06-25
2222,ROA-16-2023-2222,11,9,Roads,Construction of roads facility at Wali Path,117400000,2023-09-26
2223,DRI-21-2023-2223_Drinking Water,16,19,Drinking Water,Construction of drinking water facility at Sandhu Road,325800000,2025-04-07
2224,EDU-19-2023-2224,14,5,Education,Construction of education facility at Johal Road,284800000,2025-05-04
2225,RAI-10-2023-2225,5,16,Railways,Construction of railways facility at Nayak Zila,418400000,2025-03-25
2226,HEA-10-2023-2226,5,5,Health,Construction of health facility at Varma Nagar,214800000,2025-08-07
2227,HEA-23-2023-2227,18,3,Health,Construction of health facility at Behl Path,390400000,2023-11-26
2228,SAN-6-2023-2228,1,10,Sanitation,Construction of sanitation facility at Pau Marg,372800000,2024-08-27
2229,DRI-27-2023-2229,22,20,Drinking Water,Construction of drinking water facility at Baria,109200000,2024-06-10
2230,RAI-22-2023-2230,17,19,Railways,Construction of railways facility at Gill Path,109100000,2025-01-16
2231,SAN-21-2023-2231,16,11,Sanitation,Construction of sanitation facility at Bhavsar Circle,101300000,2024-11-09
2232,SPO-6-2023-2232,1,5,Sports,Construction of sports facility at Devi Ganj,251700000,2024-05-18
2233,SPO-19-2023-2233,14,20,Sports,Construction of sports facility at Zacharia Ganj,324300000,2023-11-28
2234,ROA-18-2023-2234_Roads,13,10,Roads,Construction of roads facility at Kadakia Chowk,86800000,2025-04-08
2235,ROA-13-2023-2235,8,7,Roads,Construction of roads facility at Nagi Ganj,286300000,2024-05-31
2236,ROA-13-2023-2236,8,20,Roads,Construction of roads facility at Thakur Road,434000000,2025-02-10
2237,RAI-27-2023-2237,22,11,Railways,Construction of railways facility at Malhotra Marg,289500000,2023-10-13
2238,RAI-16-2023-2238,11,3,Railways,Construction of railways facility at Pradhan Zila,480800000,2024-05-26
2239,SAN-19-2023-2239,14,3,Sanitation,Construction of sanitation facility at Sunder Chowk,283800000,2024-09-24
2240,DRI-27-2023-2240,22,8,Drinking Water,Construction of drinking water facility at Das Circle,131800000,2024-08-31
2241,EDU-11-2023-2241,6,1,Education,Construction of education facility at Walia Circle,315800000,2025-07-30
2242,EDU-15-2023-2242,10,7,Education,Construction of education facility at Seth Road,87100000,2024-12-26
2243,SPO-28-2023-2243,23,9,Sports,Construction of sports facility at Bhatti Path,498800000,2024-01-25
2244,HEA-21-2023-2244,16,2,Health,Construction of health facility at Chahal Chowk,60000000,2023-11-02
2245,EDU-7-2023-2245,2,2,Education,Construction of education facility at Gola Marg,128500000,2024-04-11
2246,SAN-6-2023-2246_Sanitation,1,2,Sanitation,Construction of sanitation facility at Chopra Zila,166000000,2024-01-06
2247,ELE-25-2023-2247_Electricity,20,4,Electricity,Construction of electricity facility at Choudhury Road,277600000,2025-02-23
2248,SPO-29-2023-2248,24,12,Sports,Construction of sports facility at Taneja Street,164500000,2023-12-26
2249,HEA-19-2023-2249,14,7,Health,Construction of health facility at Verma Ganj,259700000,2024-12-31
2250,ELE-25-2023-2250,20,3,Electricity,Construction of electricity facility at Memon Nagar,347800000,2024-07-20
2251,SPO-17-2023-2251,12,11,Sports,Construction of sports facility at Deo Circle,282000000,2024-09-03
2252,SPO-27-2023-2252,22,10,Sports,Construction of sports facility at Salvi Path,401700000,2024-08-10
2253,HEA-21-2023-2253,16,18,Health,Construction of health facility at Manne Nagar,276600000,2024-01-25
2254,ELE-23-2023-2254,18,3,Electricity,Construction of electricity facility at Bains Zila,364200000,2025-07-09
2255,SAN-20-2023-2255,15,4,Sanitation,Construction of sanitation facility at Venkatesh Ganj,251700000,2025-01-13
2256,SPO-25-2023-2256,20,2,Sports,Construction of sports facility at Sabharwal Path,353800000,2024-11-23
2257,SPO-27-2023-2257,22,9,Sports,Construction of sports facility at Narain Path,154200000,2024-09-12
2258,SPO-20-2023-2258,15,5,Sports,Construction of sports facility at Wagle,454500000,2025-06-15
2259,SPO-9-2023-2259,4,7,Sports,Construction of sports facility at Saxena Circle,210900000,2024-08-21
2260,SPO-22-2023-2260,17,9,Sports,Construction of sports facility at Deo Road,251800000,2025-07-29
2261,EDU-8-2023-2261,3,10,Education,Construction of education facility at Garg Road,390100000,2025-05-06
2262,RAI-30-2023-2262_Railways,25,6,Railways,Construction of railways facility at Karan Road,122400000,2024-09-11
2263,ROA-6-2023-2263,1,9,Roads,Construction of roads facility at Mani Path,489300000,2025-04-20
2264,HEA-17-2023-2264,12,7,Health,Construction of health facility at Divan Nagar,146500000,2024-06-01
2265,ROA-16-2023-2265,11,14,Roads,Construction of roads facility at Shah Road,168000000,2024-01-08
2266,HEA-25-2023-2266,20,4,Health,Construction of health facility at Dyal,139100000,2025-03-06
2267,EDU-11-2023-2267,6,13,Education,Construction of education facility at Mangal Circle,139900000,2024-01-20
2268,DRI-30-2023-2268,25,2,Drinking Water,Construction of drinking water facility at Dube Street,387200000,2024-01-04
2269,SPO-11-2023-2269,6,7,Sports,Construction of sports facility at Dada Ganj,138000000,2023-10-02
2270,ROA-8-2023-2270,3,17,Roads,Construction of roads facility at Date Path,77700000,2024-08-08
2271,ROA-22-2023-2271,17,1,Roads,Construction of roads facility at Pingle Road,487000000,2024-01-22
2272,DRI-24-2023-2272,19,9,Drinking Water,Construction of drinking water facility at Banerjee Ganj,110500000,2025-01-29
2273,ROA-10-2023-2273,5,19,Roads,Construction of roads facility at Padmanabhan Path,118000000,2023-12-24
2274,EDU-20-2023-2274,15,2,Education,Construction of education facility at Sen Path,381100000,2024-10-24
2275,ELE-26-2023-2275,21,20,Electricity,Construction of electricity facility at Walla Street,149900000,2024-04-22
2276,HEA-23-2023-2276,18,16,Health,Construction of health facility at Bakshi Zila,111100000,2024-07-11
2277,SPO-14-2023-2277,9,3,Sports,Construction of sports facility at Dhillon Chowk,98100000,2024-08-21
2278,ELE-7-2023-2278,2,5,Electricity,Construction of electricity facility at Dugal Path,130000000,2023-09-04
2279,EDU-16-2023-2279,11,8,Education,Construction of education facility at Tripathi Circle,287000000,2024-05-15
2280,HEA-17-2023-2280,12,16,Health,Construction of health facility at Som Road,407200000,2025-07-27
2281,EDU-7-2023-2281,2,11,Education,Construction of education facility at Din Road,80700000,2025-05-14
2282,ROA-18-2023-2282,13,6,Roads,Construction of roads facility at Sathe,188700000,2024-05-21
2283,SAN-16-2023-2283,11,7,Sanitation,Construction of sanitation facility at Srinivas Zila,228400000,2025-07-31
2284,SAN-30-2023-2284,25,14,Sanitation,Construction of sanitation facility at Dewan Nagar,193700000,2025-02-08
2285,SAN-6-2023-2285,1,5,Sanitation,Construction of sanitation facility at Dada Circle,281800000,2024-04-27
2286,ROA-29-2023-2286,24,5,Roads,Construction of roads facility at Ratti Nagar,465000000,2024-12-23
2287,SAN-16-2023-2287,11,2,Sanitation,Construction of sanitation facility at Sehgal Ganj,404400000,2024-06-04
2288,ELE-14-2023-2288,9,12,Electricity,Construction of electricity facility at Narain Zila,417200000,2023-10-13
2289,DRI-8-2023-2289_Drinking Water,3,14,Drinking Water,Construction of drinking water facility at Hayer,440200000,2024-11-27
2290,SPO-24-2023-2290,19,8,Sports,Construction of sports facility at Kapadia Circle,197400000,2025-04-29
2291,ROA-27-2023-2291,22,14,Roads,Construction of roads facility at Hayre Road,132100000,2023-09-18
2292,ELE-18-2023-2292,13,11,Electricity,Construction of electricity facility at Yohannan Zila,164600000,2025-06-21
2293,ROA-23-2023-2293,18,6,Roads,Construction of roads facility at Chahal Chowk,435800000,2024-10-02
2294,DRI-22-2023-2294,17,19,Drinking Water,Construction of drinking water facility at Hayer Marg,269500000,2024-09-15
2295,SAN-16-2023-2295,11,6,Sanitation,Construction of sanitation facility at Vaidya Path,209100000,2023-10-14
2296,SPO-16-2023-2296,11,15,Sports,Construction of sports facility at Rao Path,286900000,2023-12-24
2297,DRI-10-2023-2297,5,5,Drinking Water,Construction of drinking water facility at Pingle Marg,154500000,2024-06-26
2298,EDU-11-2023-2298,6,17,Education,Construction of education facility at Arora Path,322700000,2024-04-09
2299,SPO-19-2023-2299,14,10,Sports,Construction of sports facility at Panchal Path,422000000,2024-04-27
2300,HEA-28-2023-2300,23,20,Health,Construction of health facility at Chahal Chowk,68400000,2024-02-15
2301,ELE-20-2023-2301,15,8,Electricity,Construction of electricity facility at Sagar Chowk,129700000,2025-05-17
2302,SAN-14-2023-2302,9,8,Sanitation,Construction of sanitation facility at Mani Chowk,453800000,2024-01-06
2303,DRI-14-2023-2303,9,9,Drinking Water,Construction of drinking water facility at Sachdeva Marg,393300000,2023-12-18
2304,SPO-6-2023-2304,1,16,Sports,Construction of sports facility at Chadha,62100000,2023-12-21
2305,ROA-28-2023-2305,23,3,Roads,Construction of roads facility at Mitter Ganj,354100000,2024-09-03
2306,HEA-6-2023-2306,1,14,Health,Construction of health facility at Nayak Circle,392600000,2023-10-22
2307,DRI-16-2023-2307,11,16,Drinking Water,Construction of drinking water facility at Prashad,469400000,2023-11-08
2308,RAI-11-2023-2308,6,11,Railways,Construction of railways facility at Rout Nagar,458600000,2025-01-09
2309,DRI-22-2023-2309,17,13,Drinking Water,Construction of drinking water facility at Sachdeva Road,76100000,2024-01-14
2310,SPO-29-2023-2310,24,17,Sports,Construction of sports facility at Shere Circle,138400000,2025-03-05
2311,DRI-13-2023-2311,8,9,Drinking Water,Construction of drinking water facility at Devan,182800000,2024-02-02
2312,ROA-12-2023-2312,7,9,Roads,Construction of roads facility at Raj Street,343900000,2024-04-12
2313,ELE-7-2023-2313,2,6,Electricity,Construction of electricity facility at Swaminathan Circle,406400000,2023-10-03
2314,RAI-10-2023-2314,5,1,Railways,Construction of railways facility at Modi Road,292000000,2024-09-18
2315,RAI-17-2023-2315,12,16,Railways,Construction of railways facility at Sheth Circle,493600000,2024-02-22
2316,DRI-23-2023-2316,18,13,Drinking Water,Construction of drinking water facility at Agate Nagar,374500000,2023-12-29
2317,HEA-13-2023-2317,8,8,Health,Construction of health facility at Mital Road,178500000,2025-01-10
2318,EDU-26-2023-2318,21,12,Education,Construction of education facility at Dash Chowk,89900000,2025-01-20
2319,DRI-30-2023-2319,25,11,Drinking Water,Construction of drinking water facility at Sahni Road,51600000,2024-01-18
2320,SAN-19-2023-2320,14,9,Sanitation,Construction of sanitation facility at Konda Chowk,358400000,2023-09-23
2321,RAI-26-2023-2321,21,7,Railways,Construction of railways facility at Malhotra Zila,166800000,2024-09-17
2322,SPO-27-2023-2322,22,3,Sports,Construction of sports facility at Pathak Zila,433900000,2024-11-25
2323,ROA-27-2023-2323,22,15,Roads,Construction of roads facility at Sarin Chowk,250700000,2025-07-06
2324,RAI-7-2023-2324,2,16,Railways,Construction of railways facility at Soni Road,400500000,2025-02-21
2325,RAI-11-2023-2325,6,19,Railways,Construction of railways facility at Prakash Zila,392400000,2024-10-03
2326,SPO-14-2023-2326,9,5,Sports,Construction of sports facility at Badal,110700000,2025-06-18
2327,RAI-29-2023-2327,24,6,Railways,Construction of railways facility at Gaba Road,69600000,2024-11-25
2328,RAI-24-2023-2328,19,7,Railways,Construction of railways facility at Dhingra Nagar,150800000,2024-05-06
2329,SPO-30-2023-2329,25,8,Sports,Construction of sports facility at Deshmukh Chowk,230700000,2024-06-04
2330,HEA-16-2023-2330,11,17,Health,Construction of health facility at Bera Street,421500000,2024-03-30
2331,ROA-22-2023-2331,17,4,Roads,Construction of roads facility at Saini Path,408200000,2025-01-07
2332,EDU-23-2023-2332,18,20,Education,Construction of education facility at Bava Path,452100000,2024-04-13
2333,EDU-14-2023-2333,9,10,Education,Construction of education facility at Wagle Road,130500000,2025-01-09
2334,SPO-20-2023-2334,15,18,Sports,Construction of sports facility at Varkey Zila,414600000,2024-01-29
2335,SAN-19-2023-2335,14,2,Sanitation,Construction of sanitation facility at Chandra Street,230700000,2024-12-09
2336,RAI-9-2023-2336,4,9,Railways,Construction of railways facility at Naidu Street,468800000,2025-07-09
2337,SPO-19-2023-2337,14,6,Sports,Construction of sports facility at Mitra Path,163100000,2024-03-29
2338,EDU-11-2023-2338,6,15,Education,Construction of education facility at Char Path,167100000,2024-10-20
2339,HEA-14-2023-2339,9,9,Health,Construction of health facility at Pandey,311700000,2025-06-01
2340,EDU-18-2023-2340,13,6,Education,Construction of education facility at Arya Street,296700000,2023-12-16
2341,HEA-18-2023-2341,13,7,Health,Construction of health facility at Manda Circle,289700000,2024-06-16
2342,RAI-30-2023-2342,25,1,Railways,Construction of railways facility at Sabharwal Chowk,162100000,2024-05-22
2343,HEA-29-2023-2343,24,14,Health,Construction of health facility at Chaudry Street,483900000,2024-02-17
2344,ROA-30-2023-2344,25,7,Roads,Construction of roads facility at Thakur Street,309400000,2024-02-19
2345,SPO-12-2023-2345_Sports,7,7,Sports,Construction of sports facility at Vora Ganj,214200000,2025-06-19
2346,ROA-10-2023-2346,5,14,Roads,Construction of roads facility at Comar Circle,153600000,2024-07-21
2347,SPO-16-2023-2347,11,18,Sports,Construction of sports facility at Bose Chowk,68700000,2023-11-30
2348,SAN-25-2023-2348,20,15,Sanitation,Construction of sanitation facility at Badal Street,257400000,2024-09-07
2349,DRI-18-2023-2349,13,4,Drinking Water,Construction of drinking water facility at Muni Path,143100000,2025-02-18
2350,DRI-9-2023-2350,4,15,Drinking Water,Construction of drinking water facility at Dewan Path,113400000,2025-05-27
2351,DRI-12-2023-2351,7,19,Drinking Water,Construction of drinking water facility at Virk Chowk,493000000,2025-04-16
2352,EDU-9-2023-2352,4,15,Education,Construction of education facility at Gera Path,100100000,2025-03-05
2353,SAN-16-2023-2353,11,12,Sanitation,Construction of sanitation facility at Balakrishnan Road,206400000,2025-04-01
2354,HEA-10-2023-2354,5,17,Health,Construction of health facility at Kapadia Zila,84400000,2023-12-09
2355,RAI-8-2023-2355,3,9,Railways,Construction of railways facility at Karan Street,499600000,2024-04-26
2356,HEA-15-2023-2356,10,11,Health,Construction of health facility at Kadakia Street,446200000,2023-12-11
2357,EDU-14-2023-2357,9,10,Education,Construction of education facility at Sandal Zila,119700000,2025-02-18
2358,EDU-17-2023-2358,12,4,Education,Construction of education facility at Brahmbhatt Zila,440300000,2023-09-15
2359,SAN-27-2023-2359,22,12,Sanitation,Construction of sanitation facility at Sankar Chowk,491600000,2023-10-04
2360,ELE-12-2023-2360,7,7,Electricity,Construction of electricity facility at Chokshi Ganj,281200000,2023-09-26
2361,DRI-9-2023-2361,4,2,Drinking Water,Construction of drinking water facility at Bhargava Circle,104500000,2024-08-30
2362,HEA-17-2023-2362,12,4,Health,Construction of health facility at Kulkarni Zila,55200000,2023-10-04
